date,ticker,sentiment_score
2018-04-01,AAPL,0.13
2018-04-02,AAPL,0.01
2018-04-03,AAPL,-0.12
2018-04-04,AAPL,-0.16
2018-04-05,AAPL,-0.04
2018-04-06,AAPL,-0.11
2018-04-07,AAPL,0.04
2018-04-08,AAPL,0.0
2018-04-09,AAPL,0.13
2018-04-10,AAPL,0.26
2018-04-11,AAPL,0.28
2018-04-12,AAPL,0.28
2018-04-13,AAPL,0.31
2018-04-14,AAPL,0.26
2018-04-15,AAPL,0.0
2018-04-16,AAPL,-0.03
2018-04-17,AAPL,0.12
2018-04-18,AAPL,0.0
2018-04-19,AAPL,0.14
2018-04-20,AAPL,0.15
2018-04-21,AAPL,0.18
2018-04-22,AAPL,0.24
2018-04-23,AAPL,0.31
2018-04-24,AAPL,0.19
2018-04-25,AAPL,0.17
2018-04-26,AAPL,0.12
2018-04-27,AAPL,-0.03
2018-04-28,AAPL,-0.09
2018-04-29,AAPL,-0.02
2018-04-30,AAPL,-0.16
2018-05-01,AAPL,-0.05
2018-05-02,AAPL,0.08
2018-05-03,AAPL,-0.0
2018-05-04,AAPL,0.12
2018-05-05,AAPL,0.26
2018-05-06,AAPL,0.14
2018-05-07,AAPL,0.0
2018-05-08,AAPL,0.13
2018-05-09,AAPL,0.19
2018-05-10,AAPL,0.16
2018-05-11,AAPL,0.08
2018-05-12,AAPL,0.18
2018-05-13,AAPL,0.11
2018-05-14,AAPL,0.0
2018-05-15,AAPL,0.0
2018-05-16,AAPL,-0.08
2018-05-17,AAPL,-0.04
2018-05-18,AAPL,0.03
2018-05-19,AAPL,-0.03
2018-05-20,AAPL,-0.15
2018-05-21,AAPL,-0.15
2018-05-22,AAPL,-0.29
2018-05-23,AAPL,-0.29
2018-05-24,AAPL,-0.17
2018-05-25,AAPL,-0.26
2018-05-26,AAPL,-0.2
2018-05-27,AAPL,-0.07
2018-05-28,AAPL,-0.0
2018-05-29,AAPL,0.02
2018-05-30,AAPL,-0.1
2018-05-31,AAPL,0.0
2018-06-01,AAPL,0.15
2018-06-02,AAPL,0.13
2018-06-03,AAPL,0.23
2018-06-04,AAPL,0.34
2018-06-05,AAPL,0.38
2018-06-06,AAPL,0.31
2018-06-07,AAPL,0.44
2018-06-08,AAPL,0.44
2018-06-09,AAPL,0.48
2018-06-10,AAPL,0.39
2018-06-11,AAPL,0.45
2018-06-12,AAPL,0.48
2018-06-13,AAPL,0.47
2018-06-14,AAPL,0.36
2018-06-15,AAPL,0.21
2018-06-16,AAPL,0.2
2018-06-17,AAPL,0.12
2018-06-18,AAPL,0.07
2018-06-19,AAPL,-0.07
2018-06-20,AAPL,-0.02
2018-06-21,AAPL,-0.14
2018-06-22,AAPL,-0.2
2018-06-23,AAPL,-0.16
2018-06-24,AAPL,0.0
2018-06-25,AAPL,0.14
2018-06-26,AAPL,0.14
2018-06-27,AAPL,0.13
2018-06-28,AAPL,0.02
2018-06-29,AAPL,0.0
2018-06-30,AAPL,-0.14
2018-07-01,AAPL,-0.19
2018-07-02,AAPL,0.0
2018-07-03,AAPL,0.08
2018-07-04,AAPL,0.2
2018-07-05,AAPL,0.09
2018-07-06,AAPL,0.0
2018-07-07,AAPL,-0.02
2018-07-08,AAPL,-0.08
2018-07-09,AAPL,0.0
2018-07-10,AAPL,0.0
2018-07-11,AAPL,0.0
2018-07-12,AAPL,-0.14
2018-07-13,AAPL,-0.09
2018-07-14,AAPL,-0.04
2018-07-15,AAPL,-0.14
2018-07-16,AAPL,-0.04
2018-07-17,AAPL,-0.09
2018-07-18,AAPL,-0.12
2018-07-19,AAPL,-0.07
2018-07-20,AAPL,0.05
2018-07-21,AAPL,0.08
2018-07-22,AAPL,0.07
2018-07-23,AAPL,0.1
2018-07-24,AAPL,0.22
2018-07-25,AAPL,0.14
2018-07-26,AAPL,0.16
2018-07-27,AAPL,0.13
2018-07-28,AAPL,0.11
2018-07-29,AAPL,0.16
2018-07-30,AAPL,0.2
2018-07-31,AAPL,0.31
2018-08-01,AAPL,0.28
2018-08-02,AAPL,0.31
2018-08-03,AAPL,0.36
2018-08-04,AAPL,0.3
2018-08-05,AAPL,0.35
2018-08-06,AAPL,0.0
2018-08-07,AAPL,0.06
2018-08-08,AAPL,0.18
2018-08-09,AAPL,0.07
2018-08-10,AAPL,0.19
2018-08-11,AAPL,0.0
2018-08-12,AAPL,0.02
2018-08-13,AAPL,0.16
2018-08-14,AAPL,0.0
2018-08-15,AAPL,0.11
2018-08-16,AAPL,0.11
2018-08-17,AAPL,0.2
2018-08-18,AAPL,0.0
2018-08-19,AAPL,0.13
2018-08-20,AAPL,0.04
2018-08-21,AAPL,0.02
2018-08-22,AAPL,-0.02
2018-08-23,AAPL,0.07
2018-08-24,AAPL,0.06
2018-08-25,AAPL,0.2
2018-08-26,AAPL,0.14
2018-08-27,AAPL,0.06
2018-08-28,AAPL,0.21
2018-08-29,AAPL,0.09
2018-08-30,AAPL,0.19
2018-08-31,AAPL,0.27
2018-09-01,AAPL,0.41
2018-09-02,AAPL,0.32
2018-09-03,AAPL,0.32
2018-09-04,AAPL,0.0
2018-09-05,AAPL,-0.01
2018-09-06,AAPL,-0.13
2018-09-07,AAPL,-0.17
2018-09-08,AAPL,-0.13
2018-09-09,AAPL,-0.09
2018-09-10,AAPL,-0.14
2018-09-11,AAPL,-0.14
2018-09-12,AAPL,-0.24
2018-09-13,AAPL,0.0
2018-09-14,AAPL,0.04
2018-09-15,AAPL,-0.05
2018-09-16,AAPL,-0.01
2018-09-17,AAPL,0.0
2018-09-18,AAPL,0.0
2018-09-19,AAPL,-0.05
2018-09-20,AAPL,-0.19
2018-09-21,AAPL,-0.11
2018-09-22,AAPL,-0.11
2018-09-23,AAPL,-0.19
2018-09-24,AAPL,-0.22
2018-09-25,AAPL,-0.2
2018-09-26,AAPL,-0.21
2018-09-27,AAPL,-0.26
2018-09-28,AAPL,-0.37
2018-09-29,AAPL,-0.24
2018-09-30,AAPL,-0.22
2018-10-01,AAPL,-0.2
2018-10-02,AAPL,-0.26
2018-10-03,AAPL,0.0
2018-10-04,AAPL,0.12
2018-10-05,AAPL,0.03
2018-10-06,AAPL,-0.08
2018-10-07,AAPL,-0.14
2018-10-08,AAPL,-0.19
2018-10-09,AAPL,-0.04
2018-10-10,AAPL,-0.1
2018-10-11,AAPL,0.0
2018-10-12,AAPL,-0.05
2018-10-13,AAPL,0.01
2018-10-14,AAPL,0.09
2018-10-15,AAPL,0.08
2018-10-16,AAPL,0.22
2018-10-17,AAPL,0.32
2018-10-18,AAPL,0.21
2018-10-19,AAPL,0.19
2018-10-20,AAPL,0.11
2018-10-21,AAPL,0.09
2018-10-22,AAPL,0.09
2018-10-23,AAPL,0.12
2018-10-24,AAPL,0.09
2018-10-25,AAPL,0.07
2018-10-26,AAPL,0.03
2018-10-27,AAPL,0.14
2018-10-28,AAPL,0.01
2018-10-29,AAPL,0.11
2018-10-30,AAPL,0.23
2018-10-31,AAPL,0.22
2018-11-01,AAPL,0.16
2018-11-02,AAPL,0.26
2018-11-03,AAPL,0.17
2018-11-04,AAPL,0.24
2018-11-05,AAPL,0.3
2018-11-06,AAPL,0.4
2018-11-07,AAPL,0.36
2018-11-08,AAPL,0.46
2018-11-09,AAPL,0.54
2018-11-10,AAPL,0.57
2018-11-11,AAPL,0.46
2018-11-12,AAPL,0.59
2018-11-13,AAPL,0.49
2018-11-14,AAPL,0.48
2018-11-15,AAPL,0.57
2018-11-16,AAPL,0.54
2018-11-17,AAPL,0.48
2018-11-18,AAPL,0.54
2018-11-19,AAPL,0.56
2018-11-20,AAPL,0.63
2018-11-21,AAPL,0.0
2018-11-22,AAPL,0.0
2018-11-23,AAPL,-0.04
2018-11-24,AAPL,0.04
2018-11-25,AAPL,-0.03
2018-11-26,AAPL,0.11
2018-11-27,AAPL,0.13
2018-11-28,AAPL,0.25
2018-11-29,AAPL,0.12
2018-11-30,AAPL,0.16
2018-12-01,AAPL,0.02
2018-12-02,AAPL,0.0
2018-12-03,AAPL,-0.07
2018-12-04,AAPL,0.06
2018-12-05,AAPL,0.02
2018-12-06,AAPL,-0.03
2018-12-07,AAPL,-0.01
2018-12-08,AAPL,0.0
2018-12-09,AAPL,0.0
2018-12-10,AAPL,-0.14
2018-12-11,AAPL,-0.16
2018-12-12,AAPL,-0.28
2018-12-13,AAPL,-0.28
2018-12-14,AAPL,-0.36
2018-12-15,AAPL,-0.29
2018-12-16,AAPL,-0.27
2018-12-17,AAPL,-0.35
2018-12-18,AAPL,-0.5
2018-12-19,AAPL,-0.58
2018-12-20,AAPL,-0.51
2018-12-21,AAPL,0.0
2018-12-22,AAPL,-0.12
2018-12-23,AAPL,-0.18
2018-12-24,AAPL,-0.27
2018-12-25,AAPL,-0.26
2018-12-26,AAPL,-0.25
2018-12-27,AAPL,-0.13
2018-12-28,AAPL,-0.2
2018-12-29,AAPL,0.0
2018-12-30,AAPL,0.0
2018-12-31,AAPL,0.01
2019-01-01,AAPL,0.0
2019-01-02,AAPL,-0.12
2019-01-03,AAPL,-0.16
2019-01-04,AAPL,-0.26
2019-01-05,AAPL,-0.33
2019-01-06,AAPL,-0.37
2019-01-07,AAPL,-0.24
2019-01-08,AAPL,-0.11
2019-01-09,AAPL,-0.14
2019-01-10,AAPL,-0.12
2019-01-11,AAPL,-0.12
2019-01-12,AAPL,-0.15
2019-01-13,AAPL,-0.19
2019-01-14,AAPL,-0.27
2019-01-15,AAPL,-0.2
2019-01-16,AAPL,0.0
2019-01-17,AAPL,-0.14
2019-01-18,AAPL,-0.03
2019-01-19,AAPL,-0.15
2019-01-20,AAPL,-0.23
2019-01-21,AAPL,0.0
2019-01-22,AAPL,0.13
2019-01-23,AAPL,0.07
2019-01-24,AAPL,0.15
2019-01-25,AAPL,0.13
2019-01-26,AAPL,0.28
2019-01-27,AAPL,0.36
2019-01-28,AAPL,0.0
2019-01-29,AAPL,0.0
2019-01-30,AAPL,0.02
2019-01-31,AAPL,0.12
2019-02-01,AAPL,0.02
2019-02-02,AAPL,-0.12
2019-02-03,AAPL,-0.23
2019-02-04,AAPL,-0.31
2019-02-05,AAPL,-0.24
2019-02-06,AAPL,-0.18
2019-02-07,AAPL,-0.12
2019-02-08,AAPL,-0.08
2019-02-09,AAPL,0.0
2019-02-10,AAPL,0.12
2019-02-11,AAPL,0.0
2019-02-12,AAPL,-0.09
2019-02-13,AAPL,-0.02
2019-02-14,AAPL,0.06
2019-02-15,AAPL,0.1
2019-02-16,AAPL,0.21
2019-02-17,AAPL,0.27
2019-02-18,AAPL,0.17
2019-02-19,AAPL,0.0
2019-02-20,AAPL,-0.01
2019-02-21,AAPL,0.02
2019-02-22,AAPL,-0.12
2019-02-23,AAPL,-0.25
2019-02-24,AAPL,-0.1
2019-02-25,AAPL,-0.18
2019-02-26,AAPL,-0.21
2019-02-27,AAPL,-0.22
2019-02-28,AAPL,-0.08
2019-03-01,AAPL,-0.14
2019-03-02,AAPL,-0.28
2019-03-03,AAPL,-0.32
2019-03-04,AAPL,0.0
2019-03-05,AAPL,0.08
2019-03-06,AAPL,0.02
2019-03-07,AAPL,0.16
2019-03-08,AAPL,0.23
2019-03-09,AAPL,0.24
2019-03-10,AAPL,0.2
2019-03-11,AAPL,0.11
2019-03-12,AAPL,0.0
2019-03-13,AAPL,0.07
2019-03-14,AAPL,0.07
2019-03-15,AAPL,0.04
2019-03-16,AAPL,0.0
2019-03-17,AAPL,0.05
2019-03-18,AAPL,0.15
2019-03-19,AAPL,0.13
2019-03-20,AAPL,0.19
2019-03-21,AAPL,0.23
2019-03-22,AAPL,0.21
2019-03-23,AAPL,0.28
2019-03-24,AAPL,0.33
2019-03-25,AAPL,0.21
2019-03-26,AAPL,0.26
2019-03-27,AAPL,0.29
2019-03-28,AAPL,0.3
2019-03-29,AAPL,0.0
2019-03-30,AAPL,-0.15
2019-03-31,AAPL,0.0
2019-04-01,AAPL,0.07
2019-04-02,AAPL,-0.01
2019-04-03,AAPL,0.13
2019-04-04,AAPL,0.26
2019-04-05,AAPL,0.27
2019-04-06,AAPL,0.19
2019-04-07,AAPL,0.3
2019-04-08,AAPL,0.16
2019-04-09,AAPL,0.3
2019-04-10,AAPL,0.0
2019-04-11,AAPL,0.06
2019-04-12,AAPL,0.01
2019-04-13,AAPL,0.11
2019-04-14,AAPL,0.2
2019-04-15,AAPL,0.3
2019-04-16,AAPL,0.45
2019-04-17,AAPL,0.3
2019-04-18,AAPL,0.2
2019-04-19,AAPL,0.08
2019-04-20,AAPL,0.07
2019-04-21,AAPL,-0.05
2019-04-22,AAPL,0.08
2019-04-23,AAPL,0.0
2019-04-24,AAPL,0.0
2019-04-25,AAPL,-0.04
2019-04-26,AAPL,0.06
2019-04-27,AAPL,0.03
2019-04-28,AAPL,0.1
2019-04-29,AAPL,0.0
2019-04-30,AAPL,0.09
2019-05-01,AAPL,0.03
2019-05-02,AAPL,0.08
2019-05-03,AAPL,0.07
2019-05-04,AAPL,0.03
2019-05-05,AAPL,0.16
2019-05-06,AAPL,0.21
2019-05-07,AAPL,0.33
2019-05-08,AAPL,0.19
2019-05-09,AAPL,0.05
2019-05-10,AAPL,0.05
2019-05-11,AAPL,0.19
2019-05-12,AAPL,0.19
2019-05-13,AAPL,0.21
2019-05-14,AAPL,0.08
2019-05-15,AAPL,0.02
2019-05-16,AAPL,-0.08
2019-05-17,AAPL,-0.0
2019-05-18,AAPL,-0.09
2019-05-19,AAPL,-0.01
2019-05-20,AAPL,0.11
2019-05-21,AAPL,-0.02
2019-05-22,AAPL,-0.03
2019-05-23,AAPL,0.0
2019-05-24,AAPL,0.0
2019-05-25,AAPL,0.12
2019-05-26,AAPL,0.03
2019-05-27,AAPL,0.0
2019-05-28,AAPL,0.15
2019-05-29,AAPL,0.29
2019-05-30,AAPL,0.34
2019-05-31,AAPL,0.31
2019-06-01,AAPL,0.0
2019-06-02,AAPL,-0.01
2019-06-03,AAPL,0.02
2019-06-04,AAPL,0.14
2019-06-05,AAPL,0.0
2019-06-06,AAPL,-0.01
2019-06-07,AAPL,-0.1
2019-06-08,AAPL,0.04
2019-06-09,AAPL,0.13
2019-06-10,AAPL,0.28
2019-06-11,AAPL,0.14
2019-06-12,AAPL,0.11
2019-06-13,AAPL,0.24
2019-06-14,AAPL,0.12
2019-06-15,AAPL,0.21
2019-06-16,AAPL,0.25
2019-06-17,AAPL,0.2
2019-06-18,AAPL,0.0
2019-06-19,AAPL,0.14
2019-06-20,AAPL,0.27
2019-06-21,AAPL,0.0
2019-06-22,AAPL,-0.08
2019-06-23,AAPL,-0.01
2019-06-24,AAPL,0.05
2019-06-25,AAPL,0.0
2019-06-26,AAPL,-0.07
2019-06-27,AAPL,-0.1
2019-06-28,AAPL,-0.22
2019-06-29,AAPL,0.0
2019-06-30,AAPL,-0.1
2019-07-01,AAPL,-0.08
2019-07-02,AAPL,0.03
2019-07-03,AAPL,0.04
2019-07-04,AAPL,-0.04
2019-07-05,AAPL,-0.15
2019-07-06,AAPL,-0.17
2019-07-07,AAPL,-0.05
2019-07-08,AAPL,-0.12
2019-07-09,AAPL,-0.12
2019-07-10,AAPL,-0.09
2019-07-11,AAPL,-0.12
2019-07-12,AAPL,-0.19
2019-07-13,AAPL,-0.11
2019-07-14,AAPL,-0.23
2019-07-15,AAPL,-0.29
2019-07-16,AAPL,-0.14
2019-07-17,AAPL,0.0
2019-07-18,AAPL,-0.1
2019-07-19,AAPL,-0.12
2019-07-20,AAPL,0.0
2019-07-21,AAPL,-0.08
2019-07-22,AAPL,-0.13
2019-07-23,AAPL,0.01
2019-07-24,AAPL,0.05
2019-07-25,AAPL,0.1
2019-07-26,AAPL,0.25
2019-07-27,AAPL,0.15
2019-07-28,AAPL,0.03
2019-07-29,AAPL,0.16
2019-07-30,AAPL,0.06
2019-07-31,AAPL,0.08
2019-08-01,AAPL,0.18
2019-08-02,AAPL,0.29
2019-08-03,AAPL,0.39
2019-08-04,AAPL,0.51
2019-08-05,AAPL,0.41
2019-08-06,AAPL,0.35
2019-08-07,AAPL,0.3
2019-08-08,AAPL,0.18
2019-08-09,AAPL,0.32
2019-08-10,AAPL,0.33
2019-08-11,AAPL,0.23
2019-08-12,AAPL,0.37
2019-08-13,AAPL,0.26
2019-08-14,AAPL,0.24
2019-08-15,AAPL,0.27
2019-08-16,AAPL,0.29
2019-08-17,AAPL,0.21
2019-08-18,AAPL,0.29
2019-08-19,AAPL,0.38
2019-08-20,AAPL,0.47
2019-08-21,AAPL,0.43
2019-08-22,AAPL,0.45
2019-08-23,AAPL,0.57
2019-08-24,AAPL,0.48
2019-08-25,AAPL,0.42
2019-08-26,AAPL,0.47
2019-08-27,AAPL,0.32
2019-08-28,AAPL,0.33
2019-08-29,AAPL,0.39
2019-08-30,AAPL,0.27
2019-08-31,AAPL,0.21
2019-09-01,AAPL,0.22
2019-09-02,AAPL,0.21
2019-09-03,AAPL,0.13
2019-09-04,AAPL,0.13
2019-09-05,AAPL,0.1
2019-09-06,AAPL,0.23
2019-09-07,AAPL,0.15
2019-09-08,AAPL,0.09
2019-09-09,AAPL,0.0
2019-09-10,AAPL,-0.11
2019-09-11,AAPL,-0.09
2019-09-12,AAPL,-0.11
2019-09-13,AAPL,0.0
2019-09-14,AAPL,0.04
2019-09-15,AAPL,0.05
2019-09-16,AAPL,0.09
2019-09-17,AAPL,-0.02
2019-09-18,AAPL,-0.14
2019-09-19,AAPL,-0.12
2019-09-20,AAPL,-0.01
2019-09-21,AAPL,-0.11
2019-09-22,AAPL,-0.01
2019-09-23,AAPL,-0.08
2019-09-24,AAPL,-0.17
2019-09-25,AAPL,-0.16
2019-09-26,AAPL,-0.19
2019-09-27,AAPL,-0.08
2019-09-28,AAPL,0.05
2019-09-29,AAPL,0.0
2019-09-30,AAPL,0.08
2019-10-01,AAPL,-0.05
2019-10-02,AAPL,-0.18
2019-10-03,AAPL,-0.15
2019-10-04,AAPL,-0.29
2019-10-05,AAPL,-0.17
2019-10-06,AAPL,-0.15
2019-10-07,AAPL,-0.16
2019-10-08,AAPL,-0.15
2019-10-09,AAPL,-0.19
2019-10-10,AAPL,0.0
2019-10-11,AAPL,0.0
2019-10-12,AAPL,0.01
2019-10-13,AAPL,-0.04
2019-10-14,AAPL,-0.09
2019-10-15,AAPL,0.0
2019-10-16,AAPL,0.02
2019-10-17,AAPL,0.0
2019-10-18,AAPL,-0.04
2019-10-19,AAPL,-0.01
2019-10-20,AAPL,-0.15
2019-10-21,AAPL,-0.04
2019-10-22,AAPL,0.08
2019-10-23,AAPL,0.09
2019-10-24,AAPL,0.2
2019-10-25,AAPL,0.29
2019-10-26,AAPL,0.15
2019-10-27,AAPL,0.14
2019-10-28,AAPL,0.26
2019-10-29,AAPL,0.2
2019-10-30,AAPL,0.28
2019-10-31,AAPL,0.16
2019-11-01,AAPL,0.25
2019-11-02,AAPL,0.14
2019-11-03,AAPL,0.16
2019-11-04,AAPL,0.07
2019-11-05,AAPL,0.06
2019-11-06,AAPL,0.15
2019-11-07,AAPL,0.15
2019-11-08,AAPL,0.08
2019-11-09,AAPL,-0.06
2019-11-10,AAPL,-0.17
2019-11-11,AAPL,-0.23
2019-11-12,AAPL,-0.34
2019-11-13,AAPL,-0.23
2019-11-14,AAPL,-0.37
2019-11-15,AAPL,-0.39
2019-11-16,AAPL,-0.33
2019-11-17,AAPL,-0.33
2019-11-18,AAPL,-0.46
2019-11-19,AAPL,0.0
2019-11-20,AAPL,0.01
2019-11-21,AAPL,-0.06
2019-11-22,AAPL,0.07
2019-11-23,AAPL,-0.05
2019-11-24,AAPL,-0.07
2019-11-25,AAPL,-0.03
2019-11-26,AAPL,0.0
2019-11-27,AAPL,0.07
2019-11-28,AAPL,0.1
2019-11-29,AAPL,-0.01
2019-11-30,AAPL,0.07
2019-12-01,AAPL,0.14
2019-12-02,AAPL,0.16
2019-12-03,AAPL,0.24
2019-12-04,AAPL,0.29
2019-12-05,AAPL,0.29
2019-12-06,AAPL,0.41
2019-12-07,AAPL,0.47
2019-12-08,AAPL,0.38
2019-12-09,AAPL,0.39
2019-12-10,AAPL,0.27
2019-12-11,AAPL,0.18
2019-12-12,AAPL,0.13
2019-12-13,AAPL,0.14
2019-12-14,AAPL,0.0
2019-12-15,AAPL,-0.06
2019-12-16,AAPL,-0.1
2019-12-17,AAPL,-0.09
2019-12-18,AAPL,-0.06
2019-12-19,AAPL,-0.02
2019-12-20,AAPL,-0.01
2019-12-21,AAPL,0.0
2019-12-22,AAPL,0.0
2019-12-23,AAPL,-0.07
2019-12-24,AAPL,-0.09
2019-12-25,AAPL,-0.22
2019-12-26,AAPL,-0.23
2019-12-27,AAPL,-0.11
2019-12-28,AAPL,-0.05
2019-12-29,AAPL,-0.02
2019-12-30,AAPL,0.09
2019-12-31,AAPL,0.09
2020-01-01,AAPL,0.16
2020-01-02,AAPL,0.3
2020-01-03,AAPL,0.25
2020-01-04,AAPL,0.27
2020-01-05,AAPL,0.39
2020-01-06,AAPL,0.31
2020-01-07,AAPL,0.38
2020-01-08,AAPL,0.49
2020-01-09,AAPL,0.42
2020-01-10,AAPL,0.27
2020-01-11,AAPL,0.32
2020-01-12,AAPL,0.23
2020-01-13,AAPL,0.12
2020-01-14,AAPL,0.24
2020-01-15,AAPL,0.24
2020-01-16,AAPL,0.15
2020-01-17,AAPL,0.05
2020-01-18,AAPL,0.09
2020-01-19,AAPL,0.0
2020-01-20,AAPL,-0.04
2020-01-21,AAPL,0.09
2020-01-22,AAPL,0.16
2020-01-23,AAPL,0.0
2020-01-24,AAPL,-0.02
2020-01-25,AAPL,-0.05
2020-01-26,AAPL,-0.08
2020-01-27,AAPL,0.0
2020-01-28,AAPL,0.12
2020-01-29,AAPL,0.03
2020-01-30,AAPL,0.04
2020-01-31,AAPL,0.0
2020-02-01,AAPL,0.05
2020-02-02,AAPL,0.17
2020-02-03,AAPL,0.23
2020-02-04,AAPL,0.26
2020-02-05,AAPL,0.29
2020-02-06,AAPL,0.0
2020-02-07,AAPL,0.12
2020-02-08,AAPL,0.08
2020-02-09,AAPL,0.0
2020-02-10,AAPL,0.05
2020-02-11,AAPL,0.02
2020-02-12,AAPL,0.11
2020-02-13,AAPL,0.09
2020-02-14,AAPL,0.1
2020-02-15,AAPL,0.01
2020-02-16,AAPL,-0.13
2020-02-17,AAPL,-0.05
2020-02-18,AAPL,-0.05
2020-02-19,AAPL,-0.12
2020-02-20,AAPL,-0.02
2020-02-21,AAPL,0.02
2020-02-22,AAPL,-0.04
2020-02-23,AAPL,-0.11
2020-02-24,AAPL,0.02
2020-02-25,AAPL,0.07
2020-02-26,AAPL,0.0
2020-02-27,AAPL,0.05
2020-02-28,AAPL,0.1
2020-02-29,AAPL,0.21
2020-03-01,AAPL,0.09
2020-03-02,AAPL,0.0
2020-03-03,AAPL,0.08
2020-03-04,AAPL,-0.01
2020-03-05,AAPL,0.07
2020-03-06,AAPL,0.0
2020-03-07,AAPL,0.06
2020-03-08,AAPL,-0.07
2020-03-09,AAPL,-0.18
2020-03-10,AAPL,-0.14
2020-03-11,AAPL,0.0
2020-03-12,AAPL,-0.06
2020-03-13,AAPL,0.04
2020-03-14,AAPL,0.08
2020-03-15,AAPL,0.1
2020-03-16,AAPL,0.0
2020-03-17,AAPL,-0.04
2020-03-18,AAPL,-0.12
2020-03-19,AAPL,-0.26
2020-03-20,AAPL,-0.23
2020-03-21,AAPL,-0.27
2020-03-22,AAPL,-0.34
2020-03-23,AAPL,-0.23
2020-03-24,AAPL,-0.24
2020-03-25,AAPL,-0.12
2020-03-26,AAPL,-0.27
2020-03-27,AAPL,-0.12
2020-03-28,AAPL,0.02
2020-03-29,AAPL,0.1
2020-03-30,AAPL,0.0
2020-03-31,AAPL,0.01
2020-04-01,AAPL,-0.06
2020-04-02,AAPL,0.03
2020-04-03,AAPL,0.05
2020-04-04,AAPL,-0.08
2020-04-05,AAPL,-0.12
2020-04-06,AAPL,-0.04
2020-04-07,AAPL,0.06
2020-04-08,AAPL,-0.0
2020-04-09,AAPL,-0.14
2020-04-10,AAPL,-0.02
2020-04-11,AAPL,-0.01
2020-04-12,AAPL,0.12
2020-04-13,AAPL,0.03
2020-04-14,AAPL,0.13
2020-04-15,AAPL,0.04
2020-04-16,AAPL,0.1
2020-04-17,AAPL,0.02
2020-04-18,AAPL,0.06
2020-04-19,AAPL,-0.01
2020-04-20,AAPL,0.07
2020-04-21,AAPL,0.0
2020-04-22,AAPL,-0.11
2020-04-23,AAPL,-0.02
2020-04-24,AAPL,0.05
2020-04-25,AAPL,0.17
2020-04-26,AAPL,0.21
2020-04-27,AAPL,0.27
2020-04-28,AAPL,0.39
2020-04-29,AAPL,0.34
2020-04-30,AAPL,0.0
2020-05-01,AAPL,-0.06
2020-05-02,AAPL,-0.17
